Account,LEI,MemberID,Member Mnemonic,Firmcode,Market Source,Settles In,Settlement Code,Settlement Type,Settlement Provider,Market Making,TradingNotesMember
Goldman Sachs International,W22LROWP2IHZNBB6K528,GSILGB2X,GSCO,303,SETS Order Book,CREST,303,Self-Settlement,Goldman Sachs International,Yes,Market Maker - UK Securities
Goldman Sachs International,W22LROWP2IHZNBB6K528,GSILGB2X,GSCO,303,Off Book trading,CREST,303,Self-Settlement,Goldman Sachs International,Yes,Market Maker - UK Securities
Goldman Sachs International,W22LROWP2IHZNBB6K528,GSILGB2X,GSCO,303,Off Book trading,Euroclear Bank,94589,Self-Settlement,Goldman Sachs International,Yes,Market Maker - UK Securities
Goldman Sachs International,W22LROWP2IHZNBB6K528,GSLNGB21,GSIL,313,Off Book trading,CREST,303,Self-Settlement,Goldman Sachs International,Yes,
Goldman Sachs International Bank,N9FYJ29MC81JI74MJE92,GOSNGB2L,GSIB,515,Off Book trading,CREST,1LQAQ,Self-Settlement,Goldman Sachs International Bank,Yes,Ring-Fenced GEMM
Goodbody Stockbrokers UC,635400IL71G3SXS7OE16,GDBSIE2D002,GOOD,432,SETS Order Book,CREST,432,Settlement-Agent,Pershing Securities International Limited,Yes,Market Maker - UK Securities
Goodbody Stockbrokers UC,635400IL71G3SXS7OE16,GDBSIE2D002,GOOD,432,Off Book trading,CREST,432,Settlement-Agent,Pershing Securities International Limited,Yes,Market Maker - UK Securities
Goodbody Stockbrokers UC,635400IL71G3SXS7OE16,GDBSIE2DBIC,GBOD,432,SETS Order Book,CREST,432,Settlement-Agent,Pershing Securities International Limited,False,
Goodbody Stockbrokers UC,635400IL71G3SXS7OE16,GDBSIE2DBIC,GBOD,432,Off Book trading,CREST,432,Settlement-Agent,Pershing Securities International Limited,False,
GPIM Limited,213800CADCL6VLMAOJ47,GPMMGB21,GPIM,426,Off Book trading,CREST,0EUAG,Model-B,Third Platform Services Limited,False,
Graviton Research Capital (Singapore) Pte. Ltd.,254900N4UK2DCBCWWJ63,GRAVITONRES,GRAT,734,SETS Order Book,CREST,382,Settlement-Agent,Instinet Europe Limited,False,
Halifax Share Dealing Limited,213800G9LNIZUTNGAG91,HSDLGB21,HSDL,66,Off Book trading,CREST,33X24,Self-Settlement,Halifax Share Dealing Limited,False,
Hargreaves Lansdown Asset Management Limited,213800X9CPEFYEFVPS78,HARLGB21,HLSL,335,Off Book trading,CREST,335,Self-Settlement,Hargreaves Lansdown Asset Management Limited,False,
Hargreaves Lansdown Asset Management Limited,213800X9CPEFYEFVPS78,HARLGB21NET,HNET,335,Off Book trading,CREST,335,Self-Settlement,Hargreaves Lansdown Asset Management Limited,False,
Headlands Technologies Europe B.V.,549300QITVENB22PDI67,HETENL22,HETE,693,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
Headlands Technologies Europe B.V.,549300QITVENB22PDI67,HETENL22,HETE,693,International Order Book,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
Headlands Technologies Europe B.V.,549300QITVENB22PDI67,HETENL22,HETE,693,SETS Order Book,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
Headlands Technologies Europe B.V.,549300QITVENB22PDI67,HETENL22,HETE,693,Off Book trading,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
Headlands Technologies Europe B.V.,549300QITVENB22PDI67,HETENL22,HETE,693,Off Book trading,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
Hedley & Company Stockbrokers Limited,213800MYVG5174S39D49,HEDLGB21,HEDL,343,Off Book trading,CREST,69XHN,Model-B,Platform Securities LLP,False,
Hedley & Company Stockbrokers Limited,213800MYVG5174S39D49,HEDLGB21,HEDL,343,Off Book trading,Euroclear Bank,94276,Model-B,Platform Securities LLP,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,DTCC,0901,Settlement-Agent,Global Prime Partners Ltd,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,DTCC,2648,Settlement-Agent,Global Prime Partners Ltd,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,Euroclear Bank,44382,Settlement-Agent,Global Prime Partners Ltd,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,Euroclear Bank,47711,Settlement-Agent,Global Prime Partners Ltd,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,CREST,BKNY1,Settlement-Agent,Global Prime Partners Ltd,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
Hobart Capital Markets LLP,213800O4WPTMQ9RQXQ63,HCRLGB21,HCML,8,Off Book trading,CREST,KBUAG,Settlement-Agent,Global Prime Partners Ltd,False,
HRTEU Limited,21380043Y95S8KQ3PA19,HRTUIE21,HRTU,638,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
HRTEU Limited,21380043Y95S8KQ3PA19,HRTUIE21,HRTU,638,International Order Book,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
HRTEU Limited,21380043Y95S8KQ3PA19,HRTUIE21,HRTU,638,SETS Order Book,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
HRTEU Limited,21380043Y95S8KQ3PA19,HRTUIE21,HRTU,638,Off Book trading,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,False,
HRTEU Limited,21380043Y95S8KQ3PA19,HRTUIE21,HRTU,638,Off Book trading,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,GRMGGB2LBIC,GMGE,307,Order Book for Retail Bonds,CREST,HTQAN,Self-Settlement,HSBC Bank plc,Yes,GEMM - IL GEMM
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,GRMGGB2LBIC,GMGE,307,Off Book trading,CREST,HTQAN,Self-Settlement,HSBC Bank plc,Yes,GEMM - IL GEMM
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCAPGB2L,HSBC,118,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,90001,Self-Settlement,HSBC Bank plc,Yes,Market Maker - Fixed Interest - UK Securities
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCAPGB2L,HSBC,118,International Order Book,Euroclear Bank,90001,Self-Settlement,HSBC Bank plc,Yes,Market Maker - Fixed Interest - UK Securities
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCAPGB2L,HSBC,118,SETS Order Book,CREST,118,Self-Settlement,HSBC Bank plc,Yes,Market Maker - Fixed Interest - UK Securities
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCAPGB2L,HSBC,118,Off Book trading,CREST,0LQAQ,Self-Settlement,HSBC Bank plc,Yes,Market Maker - Fixed Interest - UK Securities
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCAPGB2L,HSBC,118,Off Book trading,Euroclear Bank,90001,Self-Settlement,HSBC Bank plc,Yes,Market Maker - Fixed Interest - UK Securities
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCIMGB2L,HBJC,225,SETS Order Book,CREST,118,Self-Settlement,HSBC Bank plc,False,
HSBC Bank plc,MP6I5ZYZBEU3UXPYFY54,JCIMGB2L,HBJC,225,Off Book trading,CREST,118,Self-Settlement,HSBC Bank plc,False,
Huatai Financial Holdings (Hong Kong) Limited,213800H1A9HWDO9TP892,HUFHHKH1,HUFH,527,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,27667,Settlement-Agent,BNP Paribas SA,Yes,
Huatai Financial Holdings (Hong Kong) Limited,213800H1A9HWDO9TP892,HUFHHKH1,HUFH,527,International Order Book,Euroclear Bank,27667,Settlement-Agent,BNP Paribas SA,Yes,
Huatai Financial Holdings (Hong Kong) Limited,213800H1A9HWDO9TP892,HUFHHKH1,HUFH,527,SETS Order Book,CREST,HPQAN,Settlement-Agent,BNP Paribas SA,Yes,
Hubwise Securities Limited,213800KE9H3MPD4FG305,PASKGB21,PARK,262,Off Book trading,CREST,1FUAA,Self-Settlement,Hubwise Securities Limited,False,
Hudson River Trading Europe Ltd,213800QDJQNB4546YV16,HRTEGB21,HUDR,285,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
Hudson River Trading Europe Ltd,213800QDJQNB4546YV16,HRTEGB21,HUDR,285,International Order Book,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
Hudson River Trading Europe Ltd,213800QDJQNB4546YV16,HRTEGB21,HUDR,285,SETS Order Book,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
Hudson River Trading Europe Ltd,213800QDJQNB4546YV16,HRTEGB21,HUDR,285,Off Book trading,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
Hudson River Trading Europe Ltd,213800QDJQNB4546YV16,HRTEGB21,HUDR,285,Off Book trading,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
Hybridan LLP,213800EF56WXNQPZDD73,HYLLGB21,SACN,93,Off Book trading,CREST,789,Settlement-Agent,Thomas Grant & Company Ltd,False,
IBKR Financial Services AG,549300KKMY8XC2HPZ142,TMBECH21,THEZ,424,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,24955,Settlement-Agent,Euroclear Bank,Yes,Market Maker - UK Securities
IBKR Financial Services AG,549300KKMY8XC2HPZ142,TMBECH21,THEZ,424,International Order Book,Euroclear Bank,24955,Settlement-Agent,Euroclear Bank,Yes,Market Maker - UK Securities
IBKR Financial Services AG,549300KKMY8XC2HPZ142,TMBECH21,THEZ,424,SETS Order Book,CREST,NKKAV,Self-Settlement,IBKR Financial Services AG,Yes,Market Maker - UK Securities
IBKR Financial Services AG,549300KKMY8XC2HPZ142,TMBECH21,THEZ,424,Off Book trading,Euroclear Bank,24955,Settlement-Agent,Euroclear Bank,Yes,Market Maker - UK Securities
IBKR Financial Services AG,549300KKMY8XC2HPZ142,TMBECH21,THEZ,424,Off Book trading,CREST,NKKAV,Self-Settlement,IBKR Financial Services AG,Yes,Market Maker - UK Securities
ICBC Standard Bank Plc,F01VVKN4DRF2NWKGQ283,SBLLGB2L,STDL,448,Off Book trading,CREST,7IQAQ,Settlement-Agent,BNP Paribas SA,False,
ICBC Standard Bank Plc,F01VVKN4DRF2NWKGQ283,SBLLGB2L,STDL,448,Off Book trading,Euroclear Bank,91448,Self-Settlement,ICBC Standard Bank Plc,False,
iDealing.com Limited,2138007ZL8V6CFDRD656,IDEAGB21,IDEA,282,SETS Order Book,CREST,6GKAV,Self-Settlement,iDealing.com Limited,False,
iDealing.com Limited,2138007ZL8V6CFDRD656,IDEAGB21,IDEA,282,Off Book trading,CREST,282,Self-Settlement,iDealing.com Limited,False,
iDealing.com Limited,2138007ZL8V6CFDRD656,IDEAGB21,IDEA,282,Off Book trading,CREST,6GKAV,Self-Settlement,iDealing.com Limited,False,
IG Markets Limited,21380017XKSVQ3LC3V75,IGMLGB21,IGIM,845,Off Book trading,CREST,3GUAG,Settlement-Agent,Citibank N.A.,False,
IG Trading & Investments Limited,213800M67NZD9TEZOU62,IGTIGB21,IGTI,655,Off Book trading,CREST,4CMAY,Settlement-Agent,Citibank N.A.,False,
Instinet Europe Limited,213800MXAKR2LA1VBM44,INETGB21,INST,382,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20633,Self-Settlement,Instinet Europe Limited,False,
Instinet Europe Limited,213800MXAKR2LA1VBM44,INETGB21,INST,382,International Order Book,Euroclear Bank,20633,Self-Settlement,Instinet Europe Limited,False,
Instinet Europe Limited,213800MXAKR2LA1VBM44,INETGB21,INST,382,SETS Order Book,CREST,382,Self-Settlement,Instinet Europe Limited,False,
Instinet Europe Limited,213800MXAKR2LA1VBM44,INETGB21,INST,382,SETS Order Book,CREST,382/CLEARNOM,Self-Settlement,Instinet Europe Limited,False,
Instinet Europe Limited,213800MXAKR2LA1VBM44,INETGB21,INST,382,Off Book trading,Euroclear Bank,20633,Self-Settlement,Instinet Europe Limited,False,
Instinet Europe Limited,213800MXAKR2LA1VBM44,INETGB21,INST,382,Off Book trading,CREST,382,Self-Settlement,Instinet Europe Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21001,TIMH,966,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,10580,Settlement-Agent,Euroclear Bank,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21001,TIMH,966,International Order Book,Euroclear Bank,10580,Settlement-Agent,Euroclear Bank,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21001,TIMH,966,SETS Order Book,CREST,966,Self-Settlement,Interactive Brokers (UK) Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21001,TIMH,966,Off Book trading,Euroclear Bank,10580,Settlement-Agent,Euroclear Bank,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21001,TIMH,966,Off Book trading,CREST,966,Settlement-Agent,Euroclear Bank,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21001,TIMH,966,Off Book trading,CREST,966,Self-Settlement,Interactive Brokers (UK) Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21002,IBUK,966,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,10580,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21002,IBUK,966,SETS Order Book,CREST,IMUAA,Self-Settlement,Interactive Brokers (UK) Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21002,IBUK,966,Off Book trading,CREST,IMUAA,Self-Settlement,Interactive Brokers (UK) Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21003,IBNC,966,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,10581,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21003,IBNC,966,SETS Order Book,CREST,966,Self-Settlement,Interactive Brokers (UK) Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21003,IBNC,966,Off Book trading,Euroclear Bank,10581,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21003,IBNC,966,Off Book trading,CREST,966,Self-Settlement,Interactive Brokers (UK) Limited,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21004,IBCE,966,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,10580,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21004,IBCE,966,International Order Book,Euroclear Bank,10580,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21004,IBCE,966,SETS Order Book,CREST,6DKAV,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21004,IBCE,966,Off Book trading,Euroclear Bank,10580,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Brokers (UK) Limited,549300GVM9BQWJXPI223,TIMBGB21004,IBCE,966,Off Book trading,CREST,6DKAV,Settlement-Agent,Interactive Brokers LLC,False,
Interactive Investor Services Limited,TKB215ALODPWJCGKWC47,GAEKGB21,GLIS,277,Off Book trading,CREST,277,Self-Settlement,Interactive Investor Services Limited,False,
Investec Bank Plc,84S0VF8TSMH0T6D4K848,IHCSGB21002,INV.,331,Order Book for Retail Bonds,CREST,331,Self-Settlement,Investec Bank Plc,Yes,Market Maker - ORB - UK Securities
Investec Bank Plc,84S0VF8TSMH0T6D4K848,IHCSGB21002,INV.,331,SETS Order Book,CREST,331,Self-Settlement,Investec Bank Plc,Yes,Market Maker - ORB - UK Securities
Investec Bank Plc,84S0VF8TSMH0T6D4K848,IHCSGB21002,INV.,331,Off Book trading,CREST,331,Self-Settlement,Investec Bank Plc,Yes,Market Maker - ORB - UK Securities
Investec Bank Plc,84S0VF8TSMH0T6D4K848,IVESGB2L,INSB,815,Off Book trading,CREST,815,Self-Settlement,Investec Bank Plc,False,
Investec Wealth & Investment (Channel Islands) Limited,213800WUEN2LZPDDS554,CSHPGB21GSY,IWIG,676,Off Book trading,CREST,FMUAA,Self-Settlement,Investec Wealth & Investment (Channel Islands) Limited,False,
Investec Wealth & Investment Limited,213800RJBFS4M7AV8W97,CSHPGB21TSY,ZBRA,683,Off Book trading,CREST,ADUAA,Self-Settlement,Investec Wealth & Investment Limited,False,
Investec Wealth & Investment Limited,213800RJBFS4M7AV8W97,CSHPGB2L,CARR,762,Order Book for Retail Bonds,CREST,762,Self-Settlement,Investec Wealth & Investment Limited,False,
Investec Wealth & Investment Limited,213800RJBFS4M7AV8W97,CSHPGB2L,CARR,762,SETS Order Book,CREST,762,Self-Settlement,Investec Wealth & Investment Limited,False,
Investec Wealth & Investment Limited,213800RJBFS4M7AV8W97,CSHPGB2L,CARR,762,Off Book trading,CREST,762,Self-Settlement,Investec Wealth & Investment Limited,False,
Investec Wealth & Investment Limited,213800RJBFS4M7AV8W97,CSHPGB2L,CARR,762,Off Book trading,DTCC,901,Self-Settlement,Investec Wealth & Investment Limited,False,
Investec Wealth & Investment Limited,213800RJBFS4M7AV8W97,CSHPGB2L,CARR,762,Off Book trading,Euroclear Bank,98228,Self-Settlement,Investec Wealth & Investment Limited,False,
Investment Funds Direct Limited,2138008K7KVOA2SVGD38,IFUDGBKA,IFUD,182,Off Book trading,CREST,JEMAY,Self-Settlement,Investment Funds Direct Limited,False,
ITI Capital Limited,5493000WY2VYSE5KOS46,OPDEGB21,OPDT,558,Off Book trading,CREST,56XKK,Settlement-Agent,Euroclear Bank,False,
ITI Capital Limited,5493000WY2VYSE5KOS46,OPDEGB21,OPDT,558,Off Book trading,CREST,6DKAV,Settlement-Agent,Interactive Brokers LLC,False,
James Brearley & Sons Limited,213800ABZ1O2Q65O2834,JABSGB21,BREJ,91,Off Book trading,CREST,091,Self-Settlement,James Brearley & Sons Limited,False,
James Sharp & Co LLP,213800C7D4235MPY6384,JAMSGB21,SHAP,671,Off Book trading,CREST,671,Self-Settlement,James Sharp & Co LLP,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JASFGB21,JNST,574,Off Book trading,CREST,0MQAQ,Settlement-Agent,Barclays Capital Securities Limited,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JASFGB21,JNST,574,Off Book trading,Euroclear Bank,16748,Settlement-Agent,Barclays Capital Securities Limited,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JASFGB21,JNST,574,Off Book trading,DTCC,2366,Settlement-Agent,Barclays Capital Securities Limited,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JASFGB21,JNST,574,Off Book trading,CREST,4NQAQ,Settlement-Agent,Barclays Capital Securities Limited,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFCLNT1,JSFC,574,Off Book trading,Euroclear Bank,16748,Settlement-Agent,Barclays Capital Securities Limited,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFCLNT1,JSFC,574,Off Book trading,CREST,8SUAG,Settlement-Agent,Barclays Capital Securities Limited,False,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFINANCIAL,JANM,574,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,17679,Settlement-Agent,Merrill Lynch International,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFINANCIAL,JANM,574,International Order Book,Euroclear Bank,17679,Settlement-Agent,Merrill Lynch International,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFINANCIAL,JANM,574,SETS Order Book,CREST,7ACBA,Settlement-Agent,Merrill Lynch International,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFINANCIAL,JANM,574,Off Book trading,Euroclear Bank,17679,Settlement-Agent,Merrill Lynch International,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFINANCIAL,JANM,574,Off Book trading,CREST,7ACBA,Settlement-Agent,Merrill Lynch International,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFMBID2,JANE,574,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFMBID2,JANE,574,International Order Book,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFMBID2,JANE,574,SETS Order Book,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFMBID2,JANE,574,Off Book trading,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,
Jane Street Financial Limited,549300ZHEHX8M31RP142,JSFMBID2,JANE,574,Off Book trading,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,
Jarvis Investment Management Limited,213800HBDYZM8J5CHJ19,JAIMGB21,JAIM,842,Off Book trading,Euroclear Bank,67477,Settlement-Agent,"Caceis Bank, UK Branch",False,
Jarvis Investment Management Limited,213800HBDYZM8J5CHJ19,JAIMGB21,JAIM,842,Off Book trading,CREST,842,Self-Settlement,Jarvis Investment Management Limited,False,
J & E Davy (UK) Limited,213800ZJUBBQUVMNW432,DAVEIE21,DAVY,189,SETS Order Book,CREST,189,Self-Settlement,J & E Davy,Yes,Market Maker - UK Securities
J & E Davy (UK) Limited,213800ZJUBBQUVMNW432,DAVEIE21,DAVY,189,Off Book trading,CREST,189,Self-Settlement,J & E Davy,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,International Order Book,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Order Book for Retail Bonds,CREST,393,Self-Settlement,Jefferies International Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,SETS Order Book,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Off Book trading,DTCC,019,Self-Settlement,Jefferies International Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Off Book trading,CREST,0DUAG,Settlement-Agent,Citibank N.A.,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Off Book trading,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Off Book trading,CREST,393,Self-Settlement,Jefferies International Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Off Book trading,CREST,6RUAG,Settlement-Agent,Citibank N.A.,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGB2X,JEFF,393,Off Book trading,Euroclear Bank,97618,Self-Settlement,Jefferies International Limited,Yes,Market Maker - UK Securities
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGBFI,JEFI,393,Order Book for Retail Bonds,CREST,5DQAQ,Self-Settlement,Jefferies International Limited,Yes,
Jefferies International Limited,S5THZMDUJCTQZBTRVI98,JEFFGBFI,JEFI,393,Off Book trading,CREST,5DQAQ,Self-Settlement,Jefferies International Limited,Yes,
J.M. Finn & Co.Ltd,2138005952US1BK73L88,FNNNGB21,FINN,252,International Order Book,Euroclear Bank,14876,Settlement-Agent,HSBC Bank plc,False,
J.M. Finn & Co.Ltd,2138005952US1BK73L88,FNNNGB21,FINN,252,SETS Order Book,CREST,252,Self-Settlement,J.M. Finn & Co.Ltd,False,
J.M. Finn & Co.Ltd,2138005952US1BK73L88,FNNNGB21,FINN,252,Off Book trading,DTCC,010,Settlement-Agent,HSBC Bank plc,False,
J.M. Finn & Co.Ltd,2138005952US1BK73L88,FNNNGB21,FINN,252,Off Book trading,Euroclear Bank,14876,Settlement-Agent,HSBC Bank plc,False,
J.M. Finn & Co.Ltd,2138005952US1BK73L88,FNNNGB21,FINN,252,Off Book trading,CREST,252,Self-Settlement,J.M. Finn & Co.Ltd,False,
"Joh. Berenberg, Gossler & Co. KG",529900UC2OD7II24Z667,BEGODEHH,JBER,791,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,92832,Settlement-Agent,BNP Paribas SA,Yes,
"Joh. Berenberg, Gossler & Co. KG",529900UC2OD7II24Z667,BEGODEHH,JBER,791,International Order Book,Euroclear Bank,92832,Settlement-Agent,BNP Paribas SA,Yes,
"Joh. Berenberg, Gossler & Co. KG",529900UC2OD7II24Z667,BEGODEHH,JBER,791,SETS Order Book,CREST,5KQAQ,Settlement-Agent,BNP Paribas SA,Yes,
"Joh. Berenberg, Gossler & Co. KG",529900UC2OD7II24Z667,BEGODEHH,JBER,791,Off Book trading,CREST,5KQAQ,Settlement-Agent,BNP Paribas SA,Yes,
"Joh. Berenberg, Gossler & Co. KG",529900UC2OD7II24Z667,BEGODEHH,JBER,791,Off Book trading,Euroclear Bank,92814,Settlement-Agent,BNP Paribas SA,Yes,
"Joh. Berenberg, Gossler & Co. KG",529900UC2OD7II24Z667,BEGODEHH,JBER,791,Off Book trading,Euroclear Bank,92832,Settlement-Agent,BNP Paribas SA,Yes,
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20411,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,International Order Book,Euroclear Bank,20411,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,SETS Order Book,CREST,784,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,Off Book trading,Euroclear Bank,20411,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
J.P. Morgan Securities plc,K6Q0W1PS1L1O4IQL9C32,JPMSGB2L,JPMS,784,Off Book trading,DTCC,5202,Self-Settlement,J.P. Morgan Securities plc,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
